Title,Location,Bedrooms,Bathrooms,House Size,Description,Price
5 Bedroom House,Karen,5,5,300 m²,"Elegant 5-Bedroom Standalone Home for Rent in Karen – Ksh 350,000 per Month

Discover the",KSh 350 000
4 Bedroom House,Lavington,4,4,450 m²,This lovely townhouse is within a gated community with 7 This lovely townhouse is within a,KSh 240 000
3 Bedroom House,Kitengela,3,3,450 m²,"Rent: Ksh 45,000 per month
Features:
Spacious 3 bedrooms (Master ensuite)
Modern",KSh 45 000
3 Bedroom House,Kitengela,3,3,450 m²,"Rent: Ksh 45,000 per month
Features:
Spacious 3 bedrooms (Master ensuite)
Modern",KSh 45 000
4 Bedroom House,Karen,4,3,0.57 acres,"?? Karen 

4 Bedroom house to Let in Karen.

Guide Rent Ksh",KSh 430 000
6 Bedroom House,Ridgeways,6,6,4 000 m²,"Elegant 6-Bedroom Villa for Rent in Ridgeways – Set on 1 Acre

?? Asking Price: Ksh.",KSh 450 000
5 Bedroom House,Lavington,5,5,0.5 acres,"5 bedroom villain Lavington @Kshs. 360K 
Features; 
-Bright lounge  opening into a patio",KSh 360 000
4 Bedroom House,Karen,4,4,300 m²,"#Modern 4 Bedroom Family Home plus sq to let #Karen, KCB area

#rent: Ksh. 450,000",KSh 450 000
3 Bedroom House,Matasia,3,3,0.25 acres,"Features 
.Two En-Suite 
. Modern open kitchen plan with pantry 
. Dining 
. Laundry",KSh 40 000
5 Bedroom House,Karen,5,3,0.57 acres,"5 bedroom house available to let 

Rent:300k

Amenities 
?spacious lounge",KSh 300 000
4 Bedroom House,Muthaiga,4,4,,"A beautiful and charming 4bdrm unfurnished bungalow,two ensuite with a domestic staff",KSh 4 000
4 Bedroom House,Spring Valley,4,4,0.25 acres,"Spring Valley: Executive 4 Bedroom Villa plus Dsq to let

This is a Beautiful Villa",KSh 450 000
4 Bedroom House,Karen,4,5,0.5 acres,"Located in ideal location and standalone,all the bedrooms are En-suite, common",KSh 250 000
4 Bedroom House,Lavington,4,4,0.5 acres,This very spacious double storey is designed for elegance and comfort living and is located,KSh 480 000
2 Bedroom House,Karen,2,2,0.5 m²,Two bedroom house gated community in Karen mokoyet all bedroom are ensuite rent 90k per,KSh 90 000
2 Bedroom House,Karen,2,1,0.5 acres,"2 Bedrooms/1 bathroom fully furnished rustic cottage for rent, in serene and quiet",KSh 160 000
3 Bedroom House,Runda,3,4,300 m²,FULLY FURNISHED THREE BEDROOM ALL ENSUITE PLUS DSQ GUEST WING MAISONETTE FOR RENT IN,KSh 270 000
5 Bedroom House,Runda,5,3,0.5 acres,"Item: stand alone house
no. Of bedrooms: 5
no. Of bathrooms: 3
availability:",KSh 450 000
8 Bedroom House,Syokimau,8,8,6 acres,"8 Bedroom Master En-suite Plus Family Room Massionatte For Rent In Syokimau, Off Katani",KSh 130 000
4 Bedroom House,Karen,4,3,0.5 acres,Step into spectacular and beautiful fully furnished 4 bedrooms single family house that,KSh 300 000
4 Bedroom House,Syokimau,4,5,2 025 m²,"SYOKIMAU 
4 Bedroom All En-suite For Rent In Syokimau, Kiungani Road 
       Call or",KSh 75 000
3 Bedroom House,Kiambu Road,3,2,0.5 acres,"Experience refined living at Edenville Estate, near  Brookhouse School, Sabis International",KSh 130 000
2 Bedroom House,Runda,2,2,0.5 acres,"2 bedroom furnished guest wing
Location: Runda

Rent: Kes 180,000
For viewing Call /",KSh 180 000
4 Bedroom House,Ngong,4,4,0.05 acres,"TO LET: Elegant 4-Bedroom Maisonette in the Leafy Suburbs of Kerarapon

.Location:",KSh 100 000
5 Bedroom House,Runda,5,6,1 m²,An ambassadorial  5-bedroom house and two separate 2-bedroom s cottage  that are perfect,KSh 450 000
4 Bedroom House,Kitengela,4,5,0.03 acres,"4 Bedroom Master  En-suite For Rent In Kitengela, Muigai Area, Off Namanga Road",KSh 75 000
2 Bedroom House,Kerarapon,2,5.5,0.57 acres,"Lovely 2 bedroom Cottage unfurnished Available To Let




Guide Rent",KSh 70 000
4 Bedroom House,Spring Valley,4,4,0.5 acres,"Spring Valley: Executive 4 Bedroom Villa plus Dsq to let

This is a Beautiful Villa",KSh 450 000
5 Bedroom House,Karen,5,5,0.5 acres,"5 bedroom villa all ensuite
2 living rooms with fire place 
Gated community 
Shared",KSh 290 000
3 Bedroom House,Runda,3,4,200 m²,FULLY FURNISHED THREE BEDROOM ALL ENSUITE PLUS DSQ GUEST WING MAISONETTE FOR RENT IN,KSh 270 000
5 Bedroom House,Spring Valley,5,5,0.57 acres,Experience refined living in this luxurious five-bedroom house located in the serene and,KSh 500 000
4 Bedroom House,Kitengela,4,3,0.5 acres,"??Kitengela 

?? New 4-bedroom house with dsq – ksh 45k | kitengela

? Modern finishes",KSh 45 000
3 Bedroom House,Gigiri,3,3,1.2 acres,"Experience the Charm and Tranquility of Gigiri! 

Looking for a serene escape in one of",KSh 420 000
4 Bedroom House,South B,4,3,0.75 acres,Letting 4bedrooms plus dsq located at south b near balozi estate ready for occupation,KSh 80 000
6 Bedroom House,Kahawa sukari,6,5,0.25 m²,"?House To Let Kahawa Sukari at 150k
? Stand alone Mansion on 1/4 Acre plot with Spacious",KSh 150 000
3 Bedroom House,Runda,3,3,0.03 acres,"A Cozy Haven – Three-Bedroom Furnished Cottage for Rent in Runda – 3200 USD 
Welcome to",KSh 420 000
3 Bedroom House,Matasia,3,4,0.25 acres,"?? Matasia,three bedroom master ensuite to let

rent-45k

features
.Two Ensuite",KSh 45 000
5 Bedroom House,Runda,5,5,0.05 acres,"Luxurious 5-Bedroom Villa for Rent in Runda – $5000 
Discover the epitome of elegance and",KSh 640 000
4 Bedroom House,Kiambu Road,4,4,2 023 m²,"Runda 
4-Bedroom Own Compound Villa for Rent
Located in a Gated Community Opposite Wadi",KSh 250 000
4 Bedroom House,Kitisuru,4,5,0.25 acres,"4 bedroom all en suite townhouse for rent in Kitisuru within a gated community.
Living",KSh 760 000
3 Bedroom House,Ongata Rongai,3,2,0.25 acres,"Three bedroom own compound bungalow,master ensuite,dining, generous living room, kitchen",KSh 25 000
5 Bedroom House,Gigiri,5,5,0.25 acres,Discover unparalleled comfort and elegance in this five-bedroom house/apartment located in,KSh 350 000
4 Bedroom House,Spring Valley,4,4,0.03 acres,"Spring Valley: Executive 4 Bedroom Villa plus Dsq to let

This is a Beautiful Villa",KSh 450 000
5 Bedroom House,Kitisuru,5,3.5,0.57 acres,"To let: A beautiful house in a quiet and secure gated community. 
Master ensuite with a",KSh 220 000
4 Bedroom House,Karen,4,4,0.03 acres,"Elegant 4-Bedroom Family Home with DSQ in Karen

Discover the perfect blend of comfort,",KSh 400 000
4 Bedroom House,Rosslyn,4,4,0.5 acres,"The ultimate charmer ?? ?? ?? 
Rosslyn Lone Tree: Tastefully Furnished 4 Bedroom,  All",KSh 650 000
4 Bedroom House,Ridgeways,4,4.5,50 acres,"Ridgeways 4 bedrooms all Ensuite.
260k",KSh 260 000
5 Bedroom House,Runda,5,5,1 m²,Located in Runda is this magnificently done house with a taste. The main door opens to a,KSh 864 000
1 Bedroom House,Karen,1,1,0.5 acres,"Lovely 1 bedroom in Karen Hardy.
Master en suite
Spacious room
Modern fittings
Near to",KSh 30 000
1 Bedroom House,Karen,1,1,0.2 acres,"We offer you the perfect blend of modern city living and tranquility of nature. ??
Rent",KSh 35 000
6 Bedroom House,Kitengela,6,8,0.13 m²,6-Bedroom mansionnatte  to Let in Kitengela chuna estate sitting in a ¼ piece of land,KSh 70 000
4 Bedroom House,Runda,4,5,0.5 acres,"??Runda

4-Bedroom Plus 2 DSQ Fully Furnished House to Let

Rent: USD 4,000 per",KSh 517 000
5 Bedroom House,Langata,5,5,0.25 acres,"5 bedroom house available to let 

Rent:300k

Amenities 
?spacious lounge",KSh 300 000
4 Bedroom House,Runda,4,5,0.2 ha,"Set in a tranquil environment within the Diplomatic Blue Zone of Runda, comprising",KSh 520 000
5 Bedroom House,Karen,5,5,50 acres,"A newly built four bedrooms all ensuite with an office,a Dsq for two,each house located on",KSh 550 000
4 Bedroom House,Spring Valley,4,4,0.5 acres,"Spring Valley: Executive 4 Bedroom Villa plus Dsq to let

This is a Beautiful Villa",KSh 450 000
3 Bedroom House,Kiambu Road,3,4,600 m²,"Would you love to live?

Visit with me and let’s tour this superbly designed and built",KSh 250 000
6 Bedroom House,Kileleshwa,6,4,1 acres,Six bedroom commercial house sitting on one Acre land located along othaya road available,KSh 450 000
5 Bedroom House,Membley,5,4,1 acres,"Letting this 5bedrm own compound House in Membley estate, rent is kes 90k per month.",KSh 90 000
4 Bedroom House,Westlands,4,4,2 025 m²,"Looking for Your Dream Home in Westlands? 
Imagine living in a spacious four-bedroom",KSh 250 000
4 Bedroom House,Spring Valley,4,4,1 acres,"Spring Valley: Executive 4 Bedroom Villa plus Dsq to let

This is a Beautiful Villa",KSh 450 000
6 Bedroom House,Muthaiga,6,7,0.25 acres,"company-logo
Rent
Commercial Property
Nairobi
Muthaiga
Commercial Property with",KSh 630 000
5 Bedroom House,Kitisuru,5,3,0.5 acres,"**KITISURU LUXURY 5-BEDROOM HOUSE WITH DSQ**  

This exquisite 5-bedroom house, located",KSh 580 000
6 Bedroom House,Karen,6,6,0.05 acres,"??, karen 

6 bedroom for rent 

?All bedrooms ensuite
? Spacious living area 
?",KSh 400 000
5 Bedroom House,Loresho,5,7,1 000 m²,"Luxury, Space & Security – The Perfect Rental Home!

Tired of ordinary rentals? Step into",KSh 581 625
2 Bedroom House,Karen,2,2,64 m²,"Elegant 2 bedroom cottage to let 

In a gated community of 3 units 
2 bathrooms
Private",KSh 50 000
4 Bedroom House,Spring Valley,4,4,1 acres,"Spring Valley: Executive 4 Bedroom Villa plus Dsq to let

This is a Beautiful Villa",KSh 450 000
4 Bedroom House,Kitisuru,4,5,0.5 acres,"4 bedroom all en suite townhouse for rent in Kitisuru within a gated community.
Living",KSh 760 000
4 Bedroom House,Membley,4,4,500 m²,"Discover this spacious 4-bedroom house with a master ensuite in Membley Estate, offering",KSh 60 000
6 Bedroom House,Karen,6,4,0.3 acres,"?? Karen

Homely 6-Bedroom Villa Plus DSQ to Let
Located in the heart of the leafy",KSh 380 000
5 Bedroom House,Kiambu Road,5,6,0.57 acres,"Luxurious 5 Bedroom House with DSQ To Let on Kiambu Road
Double-level residence: Features",KSh 300 000
6 Bedroom House,Karen,6,8,0.5 acres,"Luxurious 6-Bedroom Home with DSQ and Private Pool for Rent in Karen

 Rent: KSh 400,000",KSh 400 000
5 Bedroom House,Karen,5,6,2 025 m²,Karen executive new 4 bedrooms villa  8 units in a compound lovely garden servants quarters,KSh 320 000
5 Bedroom House,Kitisuru,5,5,0.5 acres,"Experience Unparalleled Luxury in Kitisuru! 

Looking for your dream home? Look no",KSh 520 000
4 Bedroom House,Lakeview,4,3,1 acres,This spacious 4 bedroom master en suite house located in a quiet and secure gated community,KSh 350 000
3 Bedroom House,Ongata Rongai,3,3,0.03 acres,"Three bedroom(STANDALONE/OWN COMPOUND) bungalow to let in ongata rongai
FEATURES
,",KSh 40 000
5 Bedroom House,Lavington,5,6,3 acres,"Pet-Friendly 5-Bedroom Townhouse for Rent

Location: Kabisirian Area, Lavington,",KSh 250 000
6 Bedroom House,Karen,6,6,50 acres,"Location: Karen, Windy Ridge (Near The Hub)
Rent: KSh 300,000 per month

Discover the",KSh 300 000
4 Bedroom House,Kitisuru,4,5,0.25 acres,"4 bedroom all en suite townhouse for rent in Kitisuru within a gated community.
Living",KSh 760 000
3 Bedroom House,Karen,3,3,0.57 acres,"Bedroom Apartment With SQ
THREE BEDROOM APARTMENT FOR RENT IN KAREN KSH 130,000 Located",KSh 130 000
5 Bedroom House,Nyari,5,5,0.5 acres,-it is stunning and lustrous house 5bedroom town house all ensuite with a staff quarters,KSh 500 000
4 Bedroom House,Thindigua,4,2,0.03 acres,"Four bedroom townhouse with Dsq To Let

Guide Rent Kshs.200,000/-

?All ensuite",KSh 200 000
2 Bedroom House,Lower Kabete,2,2,0.5 acres,HOMELY SERENE 2BED Bungalow Unit with a BEAUTIFUL GARDEN in Kabete off the Western Bypass,KSh 35 000
3 Bedroom House,Kikuyu,3,1,0.5 acres,Kikuyu nderi 3 bedrooms  available at 45k near tarmac cal us today for viewviewing,KSh 45 000
3 Bedroom House,Runda,3,3.5,0.2 ha,"Exclusive three bedrooms with a DSQ and modern interiors with a private garden, quality",KSh 320 000
3 Bedroom House,Riverside,3,3,0.5 acres,"TO LET: RIVERSIDE 
UNFURNISHED 3 Bedroom Modern Townhouse (Triplex) + Dsq In A Compound Of",KSh 300 000
5 Bedroom House,Kileleshwa,5,4,0.25 acres,"Features,
closed kitchen
gated community
Own compound
4 en suite
Private",KSh 280 000
6 Bedroom House,Ongata Rongai,6,7,0.25 acres,"All Ensuite,semi open modern kitchen,family room,kitchen pantry,store unit,dining, laundry",KSh 80 000
4 Bedroom House,Kitisuru,4,4,700 m²,This is the most coveted part of Kitisuru Estate.A very well built and maintained five,KSh 250 000
5 Bedroom House,Thogoto,5,6,1 m²,"To Let: Newly Built 5-Bedroom Maisonette in a Secure Gated Community

This newly",KSh 90 000
4 Bedroom House,Karen,4,5,0.25 acres,"House to Let
A 4-bedroom house with 3 bathrooms, sitting on a quarter-acre plot. It is",KSh 150 000
6 Bedroom House,Spring Valley,6,4,0.87 acres,"The house is in a serene area of spring valley estate, build in half acre of land, Features",KSh 300 000
5 Bedroom House,Lavington,5,4,355 m²,5 Bedrooms Townhouse Townhouse To Let In Lavington ?? Lavington Off James Gichuru road Near,KSh 300 000
3 Bedroom House,Karen,3,3,0.5 acres,"??Karen 
3 bedroom plus Dsq To let in Karen

Guide Rent Kshs.170,000/-

Features:
?2",KSh 170 000
3 Bedroom House,Thome,3,3,2 acres,"To let: A beautiful house in Thome. 
3 br at Ksh 120,000 per month.",KSh 120 000
5 Bedroom House,Runda,5,5,0.5 m²,"Set in a tranquil environment within the Diplomatic Blue Zone of Runda, is this Modern",KSh 850 000
5 Bedroom House,Westlands,5,4,0.5 acres,"5  Bedroom double storey own compound, Sq, garden and parking for 5 cars, within Brookside",KSh 300 000
4 Bedroom House,Kitisuru,4,3,0.57 acres,"A charming house in a secure gated community in kitisuru for rent.
4 beds 3 baths plus 2",KSh 240 000
3 Bedroom House,Muthaiga,3,3,0.25 acres,"Enchanted! ?? ?? 
MY SECRET GARDEN
Muthaiga: Spacious, Furnished/Unfurnished 3 Bedroom",KSh 300 000
3 Bedroom House,Kamakis,3,2,0.5 acres,"Letting this 3-bedrm plus staff quarter Bungalow, with master ensuite, with own gate, in a",KSh 70 000
5 Bedroom House,Lower Kabete,5,5,0.5 acres,"A charming 5 bedroom all en suite Villa in a gated compound in Lower Kabete.
The property",KSh 400 000
3 Bedroom House,Ngumo estate,3,1,0.25 acres,"#Bright_Properties Ft Peaceful And Happy Homes

          3 Bedrooms Maisonette plus Dsq",KSh 90 000
3 Bedroom House,Langata,3,2,2 acres,"About 5 minutes walk from national park,interlink rd,langata r,police station.......
-",KSh 100 000
5 Bedroom House,Parklands,5,2,1 acres,Explore this highly renovated 5-bedroom maisonette available for immediate letting. Ideal,KSh 100 000
5 Bedroom House,Loresho,5,6,0.57 acres,"Five bedroom master ensuite,plus to two ensuite and Sq,garage and family room, sitting on",KSh 380 000
5 Bedroom House,Rosslyn,5,4,1 acres,"Rosslyn- 5 Bedrooms, all ensuite, plus DSQ, within a prime , secure, serene gated community",KSh 300 000
4 Bedroom House,Karen,4,4,0.5 m²,"?? Karen Miotoni 

#rental

-An Ultimate spacious 4 bedroom all en-suite bungalow in a",KSh 380 000
5 Bedroom House,Ridgeways,5,5,5.1 acres,"TO LET: LUXURIOUS 4-BEDROOM STANDALONE – RIDGEWAYS

Discover unparalleled elegance in",KSh 500 000
4 Bedroom House,Lower Kabete,4,4,0.5 acres,"Urban Sind Limited is pleased to present this exquisite colonial-style bungalow, nestled",KSh 450 000
5 Bedroom House,Lavington,5,5,0.5 acres,"?? To Let - Lavington 

A 5-bedroom townhouse with a servant's quarter

Expansive",KSh 380 000
5 Bedroom House,Kyuna,5,5,0.5 m²,This compact five-bedroom house plan is ideally suited for young couples or families.  The,KSh 640 000
5 Bedroom House,Loresho,5,6,0.5 acres,In this secure and cool neighborhood lies this magnificent five bedrooms all ensuite home,KSh 300 000
5 Bedroom House,Lavington,5,6,0.2 ha,Bedroom Townhouse to Rent in Lavington,KSh 300 000
4 Bedroom House,Membley,4,3,0.5 m²,"Discover this spacious 4-bedroom house with a master ensuite in Membley Estate, offering",KSh 60 000
5 Bedroom House,Runda,5,6,0.5 acres,This stunning stand alone 5 bedrooms All ensuite substantial double storey house on 1/2,KSh 750 000
4 Bedroom House,Ngong,4,3,0.05 acres,"??Ngong.Kibiko

For rent

3 bedroomed townhouse

It's in a gated community
Spacious",KSh 65 000
4 Bedroom House,Loresho,4,3,2 ha,"LORESHO

4 bedrooms plus 1 dsq

Living room with fire place 

Opens up to the",KSh 250 000
3 Bedroom House,Nanyuki,3,2,0.75 acres,"The bungalow is located in Naromoru, Laikipia county just a few minutes drive to Nanyuki",KSh 270 000
4 Bedroom House,Kilimani,4,3,0.25 acres,"Kilimani ??Homely 4 bedroom + dsq townhouse to let. Price 250k. (Unfurnished)
Features 
-",KSh 300 000
6 Bedroom House,Karen,6,5,0.75 acres,"?? Karen

6-Bedroom Villa To Let in Karen (house under renovation)

?? Guide Rent: KSh",KSh 430 000
3 Bedroom House,Runda,3,3,0.5 acres,"Runda Mumwe:
3 brm all ensuite modern house. 3 houses in the compound but each house has a",KSh 300 000
4 Bedroom House,Ongata Rongai,4,3,0.05 acres,"Located in ongata Rongai, RIMPA 
Is this 4 bedroom bungalow Plus SQ own compound available",KSh 60 000
5 Bedroom House,Muthaiga,5,6,0.5 acres,"This stunning 5bdrm unfurnished ambassadorial house, all ensuite with a 2bdrm servant",KSh 650 000
4 Bedroom House,Kileleshwa,4,2,5 acres,"Kileleshwa is one of Nairobi's most sought-after residential areas, known for its serene",KSh 150 000
5 Bedroom House,Lower Kabete,5,5,0.5 acres,We are privileged to offer on the market this beautifully presented 5 Bedroom town house,KSh 450 000
5 Bedroom House,Rosslyn,5,4,0.5 m²,"Rosslyn- 5 Bedrooms, all ensuite, plus DSQ, within a prime , secure, serene gated community",KSh 300 000
5 Bedroom House,Runda,5,6,1 acres,"A charming five-bedroom, two-story home in Runda. The house receives an abundance of",KSh 550 000
5 Bedroom House,Karen,5,6,0.13 acres,Bedroom all en suite Executive house in a gated community in Runda. Has the following,KSh 35 000 000
1 Bedroom House,Kilimani,1,2,0.05 acres,". Modern 1 Bedroom Cottage 
. Ensuite
. Spacious and very modern
. Lots of Natural",KSh 80 000
4 Bedroom House,Membley,4,4,100 m²,Don’t miss out on this opportunity to live in one of Nairobi’s most sought-after areas,KSh 130 000
4 Bedroom House,Lavington,4,3,0.5 acres,"4 Bedroom House plus Dsq
Master ensuite
Recently refurbished bathrooms and kitchen
Well",KSh 350 000
5 Bedroom House,Rosslyn,5,4,800 m²,"Rosslyn- 5 Bedrooms, all ensuite, plus DSQ, within a prime , secure, serene gated community",KSh 300 000
